,text_jw
46,"Enggal disingkirken buntut punika, nanging jebulna bima mboten saged ngalenggahanipun, nggeser mawon ugi mboten saged. Akhiripun bima ngabrit kawon dhateng kethek ageng punika. Tanpa dinyana, kethek ageng punika nepangaken badanipun dados anoman, sedherek paling sepuh saking bima, ingkang diasuh dening dewa bayu. Piyambake sedaya enggal sami ruletan, saksampune anoman nyukani pitedah wonten pundi saged mendet sekar punika ingkang dimaksud menika. Salah satunggal masalah ingkang ndamel kula kagum dhateng anoman yaiku yuswanipun ingkang panjang sanget, dadosipun saged nemoni jaman pandawa kurawa uga saterusipun. Malah ksaktenan anoman ugi langkung sakti tinimbang bima, namung kemawon piyambakipun langkung wicaksana lebet nyikapi kepinteranipun. Anoman mileh konjuk nyepenaken uga mboten menyombongkan badan gadhah kepinteran ingkang linangkung."
47,"Wonten cerita wayang bahasa jawa menika diawiti kalian Sang Hyang Pramesti engkang badhe mikramakaken Batara Wisnu kaliyan Dewi Pratiwi, putri saking Batara Ekawara saking Kahyangan Ekapratala. Konjuk nglampahi pangangkah kesebat Batara guru ngutus Batara Narada konjuk njemput Dewi Pratiwi. Nanging wonten kasunyatan Dewi Pratiwi nolak jemputan punika amargi piyambakipun kagungan panyuwunna utawi syarat, piyambakipun namung badhe krama kaliyan tiyang jaler ingkang saged mbektakaken sekar Wijayakusuma kagem piyambakipun. Sawentara punika ing sawijining dalu Endang Sumarsi putri saking Begawan Kesawasidi ngimpi krama kaliyan Batara Wisnu. Sak sampunipun wungu, piyambakipun sanjang marang ramanipun kajengen madoskaken piyambakipun tiyang ingkang dados idaman punika nun injih Batara Wisnu. Sang Begawan nuruti kekarepan putrine lajeng tindak madosi Batara Wisnu. Mboten dangu saking tindake Begawan Kesawasidi kepanggih kaliyan Batara Wisnu ingkang dipuniringi dening Semar, Gareng uga Petruk. Kesawasidi mertelekaken pangangkahipun datheng Batara Wisnu, ananging Batara Wisnu nolak menapa ingkang dados pangangkah Batara Kesawasidi menika. Enggal saksampune kaliyan peperanan, Wisnu mituruti kajeng Kesawasidi. Saksampune dumugi ing Pertapaan Argajati, Batara Wisnu enggal dikramakaken kaliyan Endang Sumarsi. Saksampune sawentara tilar wonten pertapaan, Batara Wisnu matur dhateng marasepuhipun menawi piyambakipun madosi sekar Wijayakusuma uga tedha pertapa punika mbiantu piyambake. Batara Kesawasidi ingkang nggadhahi sekar punika mboten kawratan maringaken sekar Wijayakusuma dados pirantos konjuk nglamar Batari Pratiwi. Kelajengaken cerita wayang bahasa jawa saksampune Batara Wisnu nggadahi sekar Wijayakusuma, piyambakipun banjur enggal tindak datheng Ekapratala. Sawentara punika Prabu Wisnudewa, Raja buta saking Garbapitu ugi nglamar Batari Pratiwi. Saksampune mireng laporan saking pateh menawi Batari Pratiwi ngersakaken sekar Wijayakusuma, piyambakipun mbingah sanget, amergi nggadhahi banteng ingkang arupi biru cemeng lan wonten gulunipun enten cabang saking sekar Wijayakusuma. Kanthi mbeto banteng menika Prabu Wisnudewa enggal budhal datheng Kahyangan Ekapratala. Nanging, ebo kuciwanipun amargi saksampune dugi ing Kahyangan Ekapratala, kasunyatan Batari Pratiwi sampun krama kaliyan Batara Wisnu kang langkung rumiyen maringi sekar Wijayakusuma marang piyambake."
48,"Kedadean menika ndamel Prabu Wisnudewa nesu. Sareng prajurit , Prabu Wisnudewa nyerang Kahyangan Ekapratala kagem ngrebut Batari Pratiwi. Peperangan bener-bener kedadean ngantos Prabu Wisnudewa uga bantengipun saget dikalahaken dening Batara Wisnu lan kekalihipun nyawiji ing salira Wisnu. Mekaten ugi, Cangkok Wijayakusuma pungkasipun nyawiji kaliyan sekar Wijayakusuma. Mekaten cerita wayang bahasa jawa kanthi lakon ""Batara Wisnu Krama"" ingkang dikemas ngagem bahasa jawa krama kang ringan lan cekak. Waos ugi:."
49,"Sakwise suwe nunggu-nunggu akhire Dewi Arimbi ngandung anak saka Bima. Kabeh rakyat Pringgandani seneng banget, amargakne anak iki arep dadi generasi panerus dadi raja neng Pringgandani yen Dewi Arimbi wis tilar donya. Wektu kuwi kabeh putra Pandawa dimawani Sri Batara Kresna ora ketinggalan kabeh punakawan Semar, Astrajingga, Dawal lan Gareng ngumpul neng Istana Pringgandani, piyambake sedaya lagi ngumpul nunggu wektu kelairan sang putra Bima. Ora suwe banjur krungu tangisan bayi kang nggegerake tlatah Pringgandani, kabehe sing ana ing bangsal njupuk ambekan dawa. Sawektu banjur ana emban sing ngabari yen putra mahkota wis lair kanthi waras ngono uga karo kondisi Dewi Arimbi. Krungu kabar kesebut nambah kebahagian sekabehe, siji poro siji saka dekne kabeh menehake slamet marang Raden Aria Werkudara alias Bima dhuwur kelairan putrane. Sawentara wayah banjur dekne kabeh bisa mlebu niliki ing njero kamar, ana kamar Dewi Arimbi lagi lumahan ana ranjang kang hiyasane emas lan alase saka sutera arupa biru kedelok seneng karo mesem nyambut ketekan Bima diiringi saka kabeh kadang wargi (sedulur). Ora adoh saka panggone kedelok siji paturon sing luwih cilik, ana kunu katon bayi lanang gagah banget lan tampan prayogane ksatria trah dewa, mung wae embing-embing saka bayi kesebut isih nempel durung dipotong. Pas babakan kesebut ditakonke marang emban, emban njawab menawa kabeh upaya kanggo motong tali embing-embing kesebut ora ana kang kasil. Krungu jawaban kesebut Bima gusar banget lan njaluk tulung marang sedulur-sedulure kanggo motong tali embing-embing anake kang diparingi asma Jabang Tutuka. Bima nyoba motong karo kuku pancana ananging gagal, Arjuna nyoba nggunakne kabeh senjatane diawali karo keris Pancaroba, keris Kalandah, panah Sarotama ugo panah Pasopati kabehe tasih wae gagal. Sri Batara Kresna sing wektu kuwi teka nyoba karo senjata saktinya Cakra Udaksana, mung ngasilke percikan-percikan geni pas dicoba motong tali embing-embing kuwi."
50,"Kabeh pada gumun rumangsa takjub lan heran saha pada nglokro, Dewi Arimbi mung bisa nangis ndeleng hal kesebut dirundung rasa kuwatir yen anake kudu nggawa tali embing-embing nganti gedhe. Ana kahanan kesebut tanpa kawruhan sadurunge Begawan Abiyasa sing ora liya mbah kakung saka para Pandawa utawa buyut saka Jabang Tutuka wis rawuh ana panggonan kesebut, kabeh sing teka menehake sembah sungkem marang Abiyasa. Begawan sing sakti mandraguna iki ngomongke menawa tali embing-embing kuwi mung bisa dipotong saka senjata kadewatan sing asale saka Betara guru. Kanggo kuwi Sang Begawan njaluk Arjuna kanggo lunga menyang Kahyangan nggoleki senjata kesebut. Sakwise oleh dawuh saka mbah kakunge lan njaluk ijin marang sedulur-sedulure Arjuna diiringi dening para punakawan cepet menyang Kahyangan kanggo nggoleki senjata sing dipangarahake saka Begawan Abiyasa, lagekne Sang Begawan enggal kundur menyang Padepokan sakwise menehake do'a kanggo buyut utawa cicite kesebut. Sawentara ana ing Kahyangan kana kaanan lagi gonjang-ganjing diamargakne tempuhan saka Naga Percona sing pengen mbojo salah siji bidadari sing nduwe jeneng Dewi Supraba. Diamargakne Naga Percona dudu sembarang makhluk, dheweke yaiku raja sing nduweni kesaktian mumpuni lan bisa diomongke luweh dhuwur saka para dewa. Pusaka petir Batara Indra amung kaya godhong-godhong garing kang diuncalke dening anak-anak kanggo Naga Percona, geni mulat-mulat saka Batara Brahma amung dadi dolanan wae kanggo Naga Percona. Batara Bayu sing ngetoke ajian badai gedhe ora anggawe mundur ugo. Cakra Udaksana saka Batar Wisnu padha wae ora bisa ngalahake Naga Pancona, singkat cerita para dewa mundur kanti kahanan babak-bundas. Batara guru merapal japa lan ndeleng Kaca Trenggana, saka kuni dingerteni menawa sing bisa ngalahake Naga Percona namung Jabang Tutuka anak Bima sing lagi lair. Sabanjure Batara guru ngongkonke Batara Narada kanggo menehake pusakane sing nduwe jeneng panah Konta Wijayadanu marang Arjuna kanggo motong embing-embing Jabang Tutuka karo imbalan bayi kesebut kudu dadi panglima perang ngahadapi Naga Percona."
51,"Ana wektu sing barengan Aradeya utawa Karna lagi tapa neng pinggir kali Gangga nggoleki pusaka sekti kanggo deweke, nang wektu Batara Narada nyedhaki panggon kesebut atine seneng amarga Aradeya iki dikira Arjuna, amarga rupane bener-bener persis lan Batara Surya bapak saka Aradeya sengaja ngetoke sinar cemlorot ana sekitar Aradeya, dadine Batara Narada ora gamblang ndelenge, dadine ora sadar menawa wong sing diserahi pusaka kesebut dudu Arjuna. Sakwise oleh pusaka sekti kadewatan Aradeya bungah banget banjur mlayu tanpa mengucapkan matur nuwun marang Batara Narada, kedadean kuwi nggawe Batara Narada eling menawa dheweke salah wong, ora suwe banjur Arjuan kanti pangiring para Punakawan dugi wonten panggenan kesebut, karo sedhih Batara Narada nyritani menawa awake wis salah wong anggone paring pusaka kadewatan sing sakudune diserahkan marang Jabang Tutuka liwat tangan Arjuna, salah diserahke marang wong sing ora dikenal lan nduweni rupa persis karo Arjuna. Krungu crita kesebut Semar nyalahake Batara Narada amarga gegabah maringna senjata sakti marang wong asing, mawa cepet njaluk Arjuna mburu wong kesebut. Arjuna mlayu lan kedadeyan nyusul Aradeya, awale pusaka kesebut dijaluk kani apik-apik lan diomongke yen arep digunakne kanggo motong tali embing-embing keponakane. Aradeya ora nggubris apa kang diaturke dening Arjuna, akhire kedadean perang-tanding ngrebutke pusaka kesebut. Nganti kedadean Arjuna nyekel wrangka pusaka kesebut sawentara Aradeya nyekel gagang panah Konta Waijayadanu. Dekne kabeh padha geret-geretan lan akhire kesungkur amarga pusaka Konta ucul saka warangka/ wrangkane. Banjur Aradeya mlayu lan Arjuna kelangan enggok. Karo sedhih Arjuna nunjukake warangka pusaka Konta Wijayadanu marang Semar, banjur dhuwur saran Semar dekne kabeh bali menyang Pringgandani sawentara Batara Narad dikongkon mulih menyang Kahyangan lan diomongke menawa Jabang Tutuka arep cepet digawa menyang Kahyangan."
52,"Kedadean aneh ana ing Keraton Pringgandani, warangka kang digawa Arjuna kesebut digunakne kanggo motong tali embing-embing Jabang Tutuka, tali embing-embing pedot lan warangka pusaka kadewatan kuwi mlebu ana njero udel Jabang Tutuka. Kedadean iki miturut Semar wis dadi takdir menawa mengko ana pungkasing cerito peperangan gedhe/ perang Bharata Yuda pusaka Wijayadanu bakal bali mlebu marang warangkane, kanti tembung liya Jabang Tutuka bakal mati yen ngadhepi pusaka Konta Wijayadanu. Sakwise tali embing-embing kepotong Arjuna banjur nggawa Jabang Tutuka menyang Kahyangan kanggo nepati ujar marang Batara Narada, menawa Jabang Tutuka arep dadi panglima perang lan ngadhepi Naga Percona. Awale Bima nglarang amarga anake isih bayi lan piyambake saguh gumantekni ngadepi Naga Percona. Sakwise Semar matur menawa Jabang Tutukalah sing kudu mangkat amarga dheweke sing dipercaya saka dewa lan Jabang Tutuka uga sing wis nggunakne senjata kadewatan dudu liyane. Disamping kuwi Semar njamin yen nganti ana kedadean sing marakake Jabang Tutuka celaka Semar wani wenhke nyawane marang Bima. Krungu atur saka Semar kesebut, Bima sing nduweni linuwih lan ngelingi sapa saktemene Semar iki, akhire ngijinke putrane perang mungsuh Naga Percona. Arjuna diiringi para Punakawan cepet nggawa Jabang Tutuka menyang Kahyangan, sakwise nyedhaki gerbanga Selapa Tangkep tepate neng Tegal Ramat Kapanasan Arjuna seseleh Jabang Tutuka ing tengah dalan nuju gerbang. Sabanjure Arjuna nggatekake saka adoh bareng karo para dewa, ora suwe Naga Percona teka lan ndeleng ana bayi ing tengah dalan. Dheweke ngece Batara guru kanthi ngomong yen Betara Guru wis edan amerga ngongkon perang nglawan bayi sing mung bisa nangis. Banjur dheweke nggendong Jabang Tutuka lan nyedhakake ana raine marang Jabang Tutukan, ora dinyana tangan Jabang Tutuka ngantem rai Naga Pencona nganti matane kekacar gethih. Naga Percona nesu lan mbanting Jabang Tutuk ana lawang gerba nganti mati."
53,"Ddeleng kedaean kesebut para dewa ora kajaba Batar guru, Batara Narada lan Arjuna kaget lan was-was yen Bima nganti ngerti anake mati saka Naga Percona, mesti piyambake bakal ngamuk ana ing Kahyangan. Mung wae Semar cepet matur menyang Batara Guru supaya cepet-cepet nggodok Jabang Tutuka ing Kawah Candradimuka, Batara Guru cepet dawuh marang Batara Yamadipati kanggo nggawa awak Jabang Tutuka menyang Kawah Candradimuka. Sabanjure para dewa didawuhi nguncalke/ nyampurke pusaka sing pada diduweni kanggo mbentuk tuduh Jabang Tutuka luwih kuwat, suwe-suwe kebentuk awak satria gagah saka njero godogan kesebut. Banjur para dewa paweh klambi lan panganggo kanggo Jabang Tutuka sing anyar kesebut, sabanjur merga dheweke mati durung wayahe kedadeyan bisa diuripake maneh marang Batara Guru. Kajaba anduweni busana, panganggo lan pusaka sing wis mbentuk awake Jabang Tutuka uga duweni pirang-pirang sebutan saka para dewa diantarane : Krincing Wesi, Purabaya, Kancing Jaya, Kaca negara, Arimbi Suta, Bima Putra lan Gatotkaca. Jeneng Gatotkaca iki banjur digunakne ana ing njero crita pewayangan. Kanti pawujud singg seje banget saka sadurunge Jabang Tutuka nggunakne jeneng anyar Gatotkaca perang maneh nglawan Naga Percona, lan akhire kedadosan nyuwek cangkem lan awak Naga Percona dadi loro. Kuwi akhir saka uripe Naga Percona sing nggawa ketentraman neng Kahyangan, pindhah dadi awal kepahlawanan Gatotkaca sang putra Bima."
54,"Wayang Mahabarata Bahasa Jawa. Ksatria Bima utawa Bhimasena iku anak lanang nomer loro saka Pandu lan Dewi Kunti kang kalebu saka Pandawa Lima. Bima ugo anduweni asma sanes yaiku Werkudara. Tokoh pewayangan kang digambarake dening tokoh kang gagah perkasa, lan kasar dadi lawan kang medeni kanggo sopo wae kang dadi musuhe. Ana ing kisah wayang mahabarata bagian Adiparwa diceritaake yen Pandu dikutuk dening Resi Kindama amerga tanpa sengaja mateni Resi Kidama kang anjelma dadi Kidang. Amerga kedadean iku, Dewi Kunti banjur njaluk keturunan saka Dewa Angin kang awujud Dewa Bayu. Saka Dewa Bayu punika Dewi Kunti banjur anduweni keturunan kang dijenengake Bima. Amerga kalebu keturunan Dewa, kawit bocah Bima terkenal kuat lan ora ana bocah liya kang bisa nandingi kekuatane. Sikap Bima wektu bocah kang seneng jail dening ponakane yaiku Kurawa andadeke Duryadana kang kalebu Kurawa sengit lan dendam dening Bima. Malah kawit bocah Duryadana wis anduweni niat kanggo mateni Bima. Ana ing cerita wayang Mahabarata Werkudara Lahir Versi Bahasa Jawa diceritakake ana ing sawijining dina wektu para Kurawa lan Pandawa lungo plesiran menyang kali Gangga, Duryudana weneh pangan lan nginum dening Bima kang sakdurunge wis dicampuri racun. Sawise Bima mangan lang nginum dumadakan dewe'e semaput. Ana ing wayah iku Duryadana kang wis duweni dendam dening Bima banjur ngencang Bima nganggo tali lan diseret menyang tengah kali kanti perahu cilik. Ana ing tengah kali kabeh awake Bima disembur Ulo kang akeh urip ana kali Gangga iku mau. Anehi semburan ulo kang cacahe akeh banget kui mau justru anggawe Bima sadar saka semaput. Sawise Bima sadar apa kang kedadean banjur dewe'e nguculi tali kang mlilit ana ing awake saha mateni ulo kang wis pada nyembur awake. Saka kunu ana siji Ulo kang bisa mlayu saka Bima lan wadul dening rajane kang aran Antaboga."
55,"Krungu pawartos saka anak buahe, raja Antaboga banjur nemoni Bima lan paring nginuman ilahi. Saka nginuman iki diceritakake yen Bima tambah kuat lan bisa bali ana tlatah Astina Pura. Ngerteni Bima mulih kanti slamet Duryudana mangkel banget amerga Bima tasih urip."
56,"Panggihan ing kraton Astina Pura, Pandhu dipunmajeng dening Dhestharata, Widura uga Patih Jayaprayitna. Piyambake sedaya ngginemaken kandungan Kunthi ingkang sampun ngantos wulan kelairanipun dereng ugi lair. Madya piyambake sedaya wawan pangandikan, Arya Prabu Rukma datheng nyriyosi menawi nagari Mandura badhe diserang perajurit saking nagari Garbasumandha. Raja Garbasumandha badhe ngrebut Dewi Maherah. Raja Basudewa suwun bantuan dening Prabu Pandhu kagem ngelawan musuh. Arya Widura banjur didawuhi kesah datheng Wukir Retawu uga datheng Talkandha, supados nyuwun doa pangestu kagem kelairan jabang bayi kang wanten kandunganipun Dewi Kunthi amargi Prabu Pandhu badhe datheng tlatah Mandura konjuk mbiantu Raja Basudewa kangem nglawan musuh. Prabu Pandhu memoni Dewi Kunthi ingkang saweg wawan pangandikan kaliyan Dewi Ambika, Dewi Ambiki uga Dewi Madrim. Saksampune nyriyosi babagan rencana kekesahanipun datheng Mandura, Pandhu lajeng tapa. Lajeng budhal datheng Mandura sareng Arya Prabu Rukma. Sawentara Dhestharata nengga keraton Astina Pura. Yaksadarma kang dadi Raja Garbasumandha dipunmajeng dening Arya Endrakusuma, Patih Kaladruwendra, Togog, Sarawita uga Ditya Garbacaraka. Yaksadarma ngekajengan ngeek bojo Dewi Maherah kang sakmenika dados Bojo Raja Mandura. Ditya Garbacaraka dipunkengken nglamar, Togog mawenanipun, Patih Kaladruwendra uga perajurit dipunkengken ngawal piyambake sedaya. Perajurit Garbasumandha kepanggih kaliyan perajurit Astina Pura. Kedadosana perang, nanging perajurit Garbasumandha mblubut golek dalan liya. Basudewa dipunmajeng dening Patih Saraprabawa, Arya Ugrasena uga hulubalang ratu. piyambake sedaya nengga kedathengan Arya Prabu Rukma. Arya Prabu Rukma datheng sareng Pandhu. Saksampune wawan pangandikan, Basudewa mlebet datheng istana badhe manggihi para garwonipun. Nanging Garbcaraka sampun mlebet datheng istana langkung riyen, uga kedadosan Nyulik Dewi Maherah. Dewi Mahendra uga Dewi Badraini kebingungan. Basudewa uga Pandhu datheng, Basudewa tedha kajengipun Pandhu enggal madosini. Pandhu enggal budhal mengker keraton Mandura. Pandhu kedadosan mbujeng Garbacaraka uga ngrebat Dewi Maherah, lajeng dipunbekta wangsul datheng Mandura. Daksampune ngabritaken Dewi Maherah, Pandhu tedha pamit, wangsul datheng Astina Pura."
57,"Semar, Gareng, Petruk uga Bagong pada geguyonan, dumadakan datheng Begawan Abiyasa sowan. Bagawan Abiyasa saweg pangandikan kaliyan Resi Bisma babagan kengandhegan Kunthi. Arya Widura datheng uga tedha pirantos konjuk kelairan bayi ingkang dikandung dening Kunthi. (kisah cerita wayang Mahabara kanti lakon lahire Puntadewa dapat kita simak bersama di bawah ini) Arya Widura didawuhi budhal wangsul datheng Astina Pura, Bagawan Abiyasa uga Resi Bisma enggal ndhereke. Arya Widura dihadang dening buta Garbasumandha. Arya Widura mengamuk, perajurit buta kathah ingkang mati uga minggat. Ana ing tlatah liya, Bathara guru ngawontenaken panggihan ing Suralaya, pepanggihan punika dipundhatengi dening Bathara Narada, Bathara Panyarikan, Bathara Dharma uga Bathara Bayu. piyambake sedaya crios babagan kengandhegan Kunthi. Bathara Narada dipunkengken mandhap datheng marcapada sareng Bathara Dharma, Bathara Panyarikan uga Bathara Bayu. piyambake sedaya dipunkengken paring pitulungan dhateng Dewi Kunthi. Wonten mergi Basudewa uga Pandhu kepanggih kaliyan Patih Kaladruwendra. Kedadosana sampyuhan, Kaladruwendra pejah dening panahe Pandhu. Dumugi wonten Astina Pura, Prabu Pandhu crios kaliyan Arya Prabu Rukma, Ugrasena, ratu Basudewa uga Arya Widura. Arya Widura nyriyosi babagan kesagahan Bagawan Abiyasa uga Resi Bisma Kagem mbiyantu Dewi Kunthi Ngahirake Jabang bayi saka padarane. Madya piyambake sedaya wawan pangandikan, Bagawan Abiyasa uga resi Bisma datheng. Saksampune piyambake sedaya ngalih disambet, lajeng dipunajak mlebet datheng kraton. Ora suwe banjur Bathara Narada uga Bathara dermi datheng. Prabu Pandhu uga Basudewa tumunten nyambet kerawuha para dewa. Bathara Narada nyriyosi babagan tujuan kedathenganipun. Bathara Narada ngengken kajengipun Bathara dermi ngrasuk dhateng Dewi Kunthi kanggo mbimbing kelairan bayi. Sawentara Bathara dermi mrasuk wonten jabang bayi dening kandungan Dewi Kunthi supados enggal lair. Bayi lair kakung. Bathara Narada nyaosi asma Puntadewa, uga nyaged asma Darmaputra utawi Yudistira."
58,"Ana ing sawijining dina Begawan Abyasa, Madrim, Puntadewa, Yamawidura, Kunti lan Bima kumpul ing kraton nunggu baline Prabu Pandhu. Ora suwe dumadakan teka salah siji utusan saka Pandu kang anggawa warta yen Prabu Pandu nembe wonten tugas ndereke Basudewa tindak ana ing tlatah Mandura. Dewi Kunthi kang nembe mbobot tuwa banjur ngahirake bajang bayine. Saka kelahiran iku bayi kang lagi wae mbrojol saka njeroweteng Dewi Kunthi banjur digendong dening Bima sing ora liya yaiuku Kakang saka jabang bayi kui mau. Bima nggendong adine menyang tlatah Mandura kanthi kawalan saka Begawan Abyasa. Ana ing tlatah Mandura, Ugrasena sowan wonten Dewi Mahendra lan Dewi Bandraini. Piyambake sedaya pada nunggu kerawuhan Basudewa. Ora suwe banjur Raja Basudewa dumugi kanti diderekake dening Padu lan Arya Prabu. Dewi Badraini kang ugo nembe mbobot tuwa banjur nglairake jabang bayi kang ayu lan diparing asma Sumbadra. (Pada cerita wayang bahasa jawa lahire Arjuna selanjutnya bakal menceritakan kedatangan Bima ke Mandura, bagaimana kisah selanjutnya dapat kita simak di bawah ini) Ora suwe Bima teka ana ing Mandura kaliyan nggendong bayi lanang yaiku adine dewe kanti kawalan Begawan Abyasa. Banjur bayi iku dicaosake dening Prabu Pandu kang ora liya yaiku bapakne. Banjur Pandu paweh asma dening bayi iku kanti jeneng Parmadi, semono uga Begawan Abyasa paweh jeneng Palguna dening anak Dewi Kunti, sawetara Bima dados kakange paweh jeneng Jlamprong dening bocah kui. Bocah iku sakmangkih dadi ksatria kang bagus lan kuat, kalebu ana ing bagian Pandawa Lima kanti julukan terkenal yaiku Arjuna. Ona ing papan kui sakmenika awonten bayi loro kang gadah asma Parmadi lan Sumbadra, banjur Basudewa mangku keloro bocah kui, Parmadi ana ing pupu tengen lan Sumbadra ana ing pupu kiwa ne Basudewa. Saka kunu keloro bocah kui dijodohake kawit bayi cenger lan Basudewa sabda yen saka keloro bocah iki sesok bakal anurunake keturunan kang dadi raja."
59,"Prabu Suyudana ngutus Adipati Karna, lan Patih Sengkuni saha para Kurawa menyang Gunung Kutarunggu utawa pertapan Duryapura kanggo golek mahkuta Sri Batara Rama utawa Wahyu Makuta Rama. Makuta iku diincer akeh para kesatria amerga nduweni manfaat kang linuwih. Menurut para rama, sopo wong kang duweni makuta rama bakal dadi wong sekti soho bisa nurunake raja-raja ana ing tanah jawi lan ugo bisa dadi raja ana ing tanah jawi. Ana ing gunung Kutarunggu Anoman lan Kesaswasidi manggon ugo nguwasani wilayah kasebut. Adipati Karna sawektu teko ana ing Kutarunggu banjur sowan marang Anoman ugo ngendikaake maksud lan tujuan dewe'e menyang kutarunggu. Ngerteni tujuan saka Adipati Karna Anoman ora wenihi ijin marang Karna kanggo golek Makuta Rama ana ing tlatah Kutarunggu. Mergo iku banjur kedadean peperangan antara Anoman dan Karna. Merga kalah kuat Karna ngetokake senjata pamungkase yaiku panah Wijayadanu kanggo manah Anoman, ananging kasekten Anoman iseh bisa nglawan kasekten panah Wijayadanu sainggo bisa nangkap panah iku lan digawa ana ing tlatah Swelagiri. (pada cerita wayang bahasa jawa Arjuna dengan lakon Wahyu Makuta Rama selanjutnya akan menceritakan peperanggan yang terjadi antara Arjuna dan Bala Kurawa) Ana ing Swelagiri kasunyatan Arjuna uga golek Makuta Rama, panjenenganipun dateng wonten Swelagiri kanti niat pados Makuta Rama, ana ing Swelagiri Arjuna kepanggih kalian Begawan Kesaswidi lan nerangake maksud tujuan dugi wonten Swelagiri. Mireng menapa kang dipun aturake dening Arjuna, Begawan Kesaswidi banjur njelasake yen Makuta Rama niku saktemene ora kawujud barang kang bisa di gujeng, di delok, ugo di duweni. Ananging kang disebut Makuta Rama iku saktemene arupa ngelmu becik kang luhur dadi tindak tanduk kanggo raja kang sempurna. Makuta Raja iku saktemene sebutan saka ngelmu kang disebut ngelmu Astabrata."
60,"Sang Begawan nglajengaken pituture kagem Arjuna, piambakipun caos ramalan yen ana ing jaman kang arep teko putu saka Begawan Kesaswidi kanti jeneng Parikesit bakal dadi raja kang nguwasani tlatah Jawi. Sawentara Anoman kang ana kunu anggawa panah Wijayandanu ugo dipun paringi wejangan supaya piyambake nerusake anggone tapa ana ing Kendalisada, sesok ana tekane Prabu Jaya Purusa ana ing tlatah Kediri piyambake bakal diangkat munggah suwargo. Singkat cerita panah Wijayadanu dipun caosake denig Arjuna lan Arjuna nglanjutake nggawa panah iku kanggo diparingake dining Adipati Karna. (Peperangan Baratayudha dalam cerita wayang bahasa jawa Arjuna dengan lakon Wahyu Makuta Rama dapat disimak di bawah ini) Sawentara iku ana ing liya papan, Dewi Subadra binggung anggoleki lelungane Arjuna kang ora liya yaiku bojone. Ana ing ndalan Dewi Subadra kepanggih dining Batara Narada kang banjur weneng busana priya kangem Subadra. Sawise Subadra ngagem busana iku banjur Batara Narada dawuh supaya dewek'e ganti jeneng kanti Bambang Sintawaka lan lunga menyang tlatah negeri Kurawa kanggo mbantu ngelawan Arjuna. Bima lan Gatotkaca ugo bingung anggoleki lungane Arjuna, ana ing ndalan Bima lan Gatotkaca pepanggian dining Kumbakarna. Saka wejangan Wibisana kang dawuh yen Kumbakarna kudu njelma ana ing Bima mangka Bima banjur mlebu ana ing sikil kiwa saka Bima kanggo ngelawan Kurawa. Sakwektu Kurawa kang dibantu saka Bambang Sintawaka ketemu Arjuna banjur Kurawa nantang Arjuna kanggo perang. Perang banjur kedadean demenanan, anangin amergo Arjuna bisa ngenali Bambang Sintawaka iku bojone, banjur Sintawaka berubah ana ing wujud asline yaiku Dewi Subadra. Bala Kurawa banjur nglawan Arjuna saha Dewi Subadra, ana ing pungkasane perang teko Bima lan Gatotkaca kang bisa mbantu Arjuna ngalahake Bala Kurawa. Demikian cerita wayang bahasa jawa Arjuna dengan lakon Wahyu Makuta Raja yang kerap kali dipentaskan dalam cerita pewayangan baik wayang kulit, maupun wayang wong."
61,"Lakon iki kalebu: cerita wayang bahasa jawa , cerita arjuna dalam basa jawa, perang barathayuda, wayang kulit,."
