,text_jw
39,"ng abad kang kaping 15 ing nagara Walanda bab misaya iwak maju banget ( iwak haring). Iwake didol sumrambah ing tanah Europa. Jalaran saka iku lelayarane prau prau momot barang dadi rame. Prau prau momotan mau kejaba momot iwak, uga nggawa barang barang liyane, kayata: mertega, keju lan laken saka Nederland didol menyang Europa sisih lor lan kidul."
40,"Soko Portegal wong Walanda kulak anggur lan uyah; saka tanah tanah sapinggire Sagara Wetan gandum lan kayu, lan saka Inggris wulu wedhus. Awit saka iku kabeh lelayarane prau prau momotan ing satanah Europa kacekel ing tangane bangsa Walanda. Ing wiwitane abad kang ping 16 Kutha Lissabon dadi pusering padagangan kang saka ing tanah Indhiya. Kang mencarake dagangan mau menyang tanah tanah liyane saperangan gedhe iya bangsa Walanda. Iku kabeh njalari wong Walanda banjur dadi sugih, wong kang maune mung ngepalani prau prau momotan, banjur dadi nakoda utawa sudagar. Ing pungkasane abad 16 wong Walanda banget pangudine marang ada ada anyar lan banget kepengine marang lelakon lelakon kang durung tau dilakoni, luwih luwih bareng krungu critane lelayaran marang Indhiya saka wong wong Walanda kang maune manggon ing Portegal. Apa maneh ing nalika iku akeh sudagar sudagar saka Nederland Kidul (Antwerpen) padha ngalih mangalor. Kuwasane karajan Sepanyol tansah suda, perang karo bangsa Walanda lan Inggris kerep kalah. Dedagangan ing Lissabon tumrape bangsa Walanda banjur diengel engel amarga wiwit ing tahun 1580 Lissabon kebawah Sepanyol. Jalaran saka sebab sebab ing ndhuwur mau kabeh, bangsa Walanda kenceng tekade arep lelayaran menyang tanah Indhiya dhewe, bathine mesthi bakal luwih akeh, awit bisa kulak dedagangan saka ing panggonane asal. Wiwitane nyoba lelayaran metu lor ngubengi buwana Asia, perlune nyingkiri bangsa Sepanyol, yaiku mungsuhe. Sarehne layar metu lor iku terang yen rekasa banget, istingarah ora bisa kelakon tekan tanah Indhiya, nuli wong Walanda arep nekad metu kidul nurut pesisire buwana Afrika kaya wong Portegis. Cacahing prau kang arep mangkat ana 4, kang ngepalani aran Cornelis de Houtman iku wis bisa oleh katrangan dalane menyang Indhiya ana ing Lissabon. Dene kang dadi lelurahing jurumudhi wong pinter ing ngelmu bumi aran Pieter Keyzer."
41,"Ing tanggal 2 April tahun 1595 padha mancal saka dharatan, lakune ana ing dalan ngrekasa banget, nanging tanggal 23 Juni 1596 kelakon tumeka ing Banten. Satekane ing palabuhan Banten praune wong Walanda dirubung ing prau cilik cilik padha nawakake wowohan lan dodolan warna warna. Ora suwe ing dhek kebak wong Jawa, Arab, Cina, Keling lan Turki padha nawakake dedagangan. Wong Walanda medhun menyang dharatan; ing kono wis ana cawisan omah kanggo bukak toko. Sawuse tekan dharatan banjur dodolan lan kulak dedagangan kang diimpi impi, yaiku mrica. Nanging bareng padha rerembugan banjur padha pasulayan. Wong Portegis weruh kang mangkono iku nuli ngreka daya supaya wong Walanda disengiti ing wong Banten. Apamaneh Cornelis de Houtman iku wani kasar karo Mangkubumi ing Banten, lan sarehning wong Banten kuwatir bok manawa kutha Banten bakal ditibani mimis saka ing praune wong Walanda, Cornelis de Houtman sakancane 8 dicekel lan dilebokake ing kunjara. Cornelis de Houtman lan kancane 8 pisan mau iya nuli luwar, nanging sarana ditebus. Bareng wong Portegis mbabangus maneh marang wong Banten, wong Walanda banjur ninggal Banten, awit uga weruh yen ora bakal bisa oleh dedagangan ana ing kono. Wong Walanda banjur layar mangetan urut pasisir loring Tanah Jawa nganti tekan Bali. Saka kono banjur bali menyang nagara Walanda urut pasisire Tanah Jawa kang sisih kidul. Tekane ing nagara Walanda praune kang maune papat mung kari telu, wong kang maune 248 mung kari 89. Lan barang dagangan sing digawa apadene bathine mung sathithik banget. Nanging sedyane kang gedhe iku wis kaleksanan, iya iku saiki dalan kang menyang tanah Indhiya wis kawruhan. Nalika tahun 1598 ana prau Walanda maneh teka ing Banten, kang manggedheni Yacob van Neck."
42,"Sarehne van Neck mau wong kang alus bebudene ora kasar kaya de Houtman, dadi wong Walanda ditampani kalawan becik, dipek atine kenaa dijaluki tulung yen ana nepsune wong Portegis, malah van Neck oleh palilah katemu lan sang timur Abulmafachir ratu ing Banten lan van Neck ngaturi tinggalan tuwung mas. Wong Walanda enggal bae oleh dedagangan mrica akeh. Wiwit ing nalika iku akeh prau prau Walanda kang teka ing Moloko kulak mrica, pala lan cengkeh. Dhok dhokane prau kang menyang tanah Indhiya iku ing Banten, dalasan prau kang saka ing Moloko, sanadyan wus kebak dagangan, kang mesthi iya nganggo mampir. Suwe suwe pelabuhan ing Banten saya rame dening prau Walanda kang teka lunga ing kono. Ing wektu iku Sepanyol lan Portegis wiwit ngedheng enggone perang karo bangsa Walanda ing tanah Indhiya. Andreas Furtadho de Mendoca nggawa prau 30 saka Goa layar menyang tanah Indhiya, arep dhedawuh marang para panggedhe ing sakehing kutha plabuhan nglarangi nampa wong Walanda; sakehing wong Walanda kang wus ana ing kono kudu ditundhung. Ing tahun 1601 ana prau Walanda teka ing supitan Sundha, kang manggedheni Wolphert Harmens, ana ing dalan Wolpert Harmens wis oleh pawarta yen Banten dikepung ing balane Furtadho perlu nglungakake wong Walanda lan meksa marang Pangeran ing Banten ora kena ngayomi sakehing Walanda. Sandyan praune Harmens mung lima, nanging nekad nempuh praune wong Sepanyol. Salungane wong Sepanyol saka ing Banten, Harmens mlebu ing plabuhan munggah menyang kutha. Ora antara suwe ana prau Walanda teka maneh, panggedhene aran Yacob van Heemskerck enggal bae oleh dedagangan, praune kang lima wis kebak, nuli dilakokake bali menyang nagara Walanda, dene prau sakarine banjur layar menyang Gresik. Ana ing Gresik kono Heemskerck sawise kebak praune banjur bali menyang nagara Walanda. Ing wektu iku para sudagar Inggris iya wis padha bathon nglakokake prau menyang tanah Indhiya."
43,"Ing tahun 1602 ana prau Inggris teka ing plabuhan Banten nggawa layang lan pisungsung saka ratune. Wong Inggris ditampani kalawan becik, dadi gampang nggone golek dagangan, sarta banjur kaidinan ngedegake kantor."
44,"raune wong Walanda kang padha layar menyang tanah Indhiya iku duweke maskape maskape cilik. Sanadyan kang nduweni tunggal bangsa lan kabeh padha tulung tulungan yen ana bebayaning dalan, ewa dene mungguh enggone dedagangan ora pisan bisa rukun, malah padha jor joran murih bisa oleh dagangan akeh. Bareng paprentahan luhur ing negara Walanda nguningani prakara iku banjur kagungan sumelang. Saka karsane paprentahan luhur maskape Walanda mau didadekake siji aran Vereennidge Oost Indische Compagnie (V. O. C. ), yaiku: Pakumpulan dedagangan ing tanah Indhiya Wetan, adege nalika tanggal 20 Maret 1602. VOC. mau diparingi wewenang dedagangan ing sawetane Kaap de Goede Hoop tekan ing supitan Magelhaens, dene maskape utawa sudagar liya ora kena melu melu dedagangan ing kono (monopolie). Wewenang panunggalane ing dhuwur iku: VOC. kena nganakake prajangjian atas asmaning Staten Generaal karo sakehing nagara klebu jajahane. Kajaba iku Compagnie kena nganakake prajurit, gawe beteng, gawe dhuwit lan netepake Gouverneur lan punggawa liyane. Sakehing punggawa kudu sumpah kasusetyane marang Straten Generaal lan pangrehing Compagnie. Ing sabisa bisa VOC, kudu melu nglawan mungsuhe nagara Walanda. Pawitane Compagnie iku olehe adol layang andhil, siji sijine andhil ora mesthi padha regane, ana kang f10. 000 ana kang f50."
45,"Dene kang kena tuku andhil mau iya sadhengah wong, ora lawas VOC wus oleh pawitan f6. 500. 00. Ing sakawit warga pangreh (Bewindhebber) ing tanah Walanda ana 73, nanging ora lawas mung ditetepake 60. Para Bewindhebber mau akeh kauntungane, kayata: saben ana prau teka saka tanah Indhiya mesthi oleh bageyan 1% ne ajining momotane prau, mulane pangkat Bewindhebber mau dadi pepenginan. Bewindhebber iku ana 17 kang pinilih kuwajiban nyekel paprentahan Compagnie ing saben dinane. Pangrehe Compagnie iku aran ""Heren XVII, Directeuren utawa Mayores"". Saben 10 tahun para Bewindhebber kudu aweh katrangan pelapuran (verslag) bab panyekeling paprentahan marang Straten Generaal lan para aandeelhouder. Prau praune Compagnie kang dhisik dhewe mangkat menyang tanah Indhiya dipanggedheni Van Waerwijck, angkate ing tahun 1602 uga. Sakehing lojine maskape maskape lawas banjur didadekake lojine VOC. Loji utawa factorij iku wujud kantor diubengi ing gudhang gudhang lan omahe para punggawa. Mungguh perlune loji mau kanggo tandhon dagangan. Dagangan mau diklumpukake ngenteni tekane prau prau. Factorij iku terkadhang kinubeng ing beteng tembok utawa tanggul, nanging kang mangkono iku ora mesthi, awit para ratu bangsa bumi kerep ora marengake. Kehing factorij saya wuwuh, nanging terkadhang yen arep ngadegake factorij anyar iku nganggo ngesur ngalahake wong Portegis dhisik, kayata: nalika tahun 1603 ana ing Banten, ora lawas ing Gresik, Johor, Patani, Makasar lan Jepara iya dianani factorij. Factorij ing Patani perlune kanggo lelawanan karo negara Cina, Jepang lan Indhiya Buri, awit dikira ngolehake kauntungan akeh, nanging jebul ora. Karo Ceylon lan Aceh Compagnie iya lelawanan dedagangan, nanging sakawit mung sathithik pakolehe. Dagangan tanah Indhiya kang ngolehake kauntungan akeh iya iku bumbu craken, mulane VOC. kepengin banget mengku kapulowan Moloko, kang iku para nakoda padha diwangsit, supaya merlokake ngudi bisane nekem kepulowan bumbon craken mau, yen ora kena dilusi sarana prajangjian iya kanthi wasesa."
46,"Ing saenggon enggon angger Compagnie bisa becik karo ratu bangsa bumi mesthi banjur nganakake prajangjian bisane lengganan ajeg (monopolie). Pulo Ambon (cengkeh) iku pulo kang dhisik dhewe dadi duweking Compagnie. Ora suwe saka kecekele pulo Ambon ing kuwasane VOC. pulo Bandha Nera (pala) lan Bacan iya banjur kena diregem. Marga enggone menang perang iku, laku dagang bumbu craken katekem ing kuwasane Compagnie, sabab ana ing endi endi, angger tanah wus kaayoman mesthi dilarangi lelawanan dedagangan karo bangsa liya kajaba mung karo VOC. dhewe sarta regane dagangan dipasthi (monopolie). Para aandeelhoudere VOC. ing tahun 1610 didumi bathi 75%, wujud dhuwit utawa pala, kena milih ing sakarepe, nuli diedumi maneh 50%, dadi sataun bae tampane para aandeelhouder gunggung kumpul 132,5% Nanging kauntungan samono iku mungguhing satemene kauntungan ing dalem 8 tahun, awit adege VOC. wus ana 8 tahun, mangka lagi mbayar anakan sapisan iku. Ing tahun 1611 para aandeelhouder tampa maneh 30%, nanging tumekane tahun 1619 wis ora oleh maneh. Wong wong padha ora rujuk, yen pambayaring anakan jag jog ora ajeg kaya mangkono iku, terkadhang akeh banget, terkadhang pirang pirang tahun nyet adhem bae. Mulane sabakdane tahun 1625 pambayare dipranata, ing sabisa bisa diajegake. Racake pambayaring anakan marang aandeelhouder mau ing saben tahun 18%. Kajaba panyekeling dhuwit, cacading paprentahane Compagnie, isih ana maneh, yaiku enggone kukuh ngencengi tindaking monopolie, nganti akeh warga VOC. kang metu saka pakempalan. Ana sajabaning nagara Walanda, Compagnie uga duwe mungsuh kang nyumelangi: 1. Bangsa Inggris, iku ing tahun 1600 wis nganakake Oost Indische Compagnie, sarta ana ing Banten lan Moloko wis duwe kantor akeh. Ing saenggon enggon bangsa Inggris tansah mbudi daya bisane ngesur wong Walanda, mung bae enggone mungsuh ora wani ngedheng, awit mundhak ngadekake gesreking prentah Walanda lan Inggris. 2. Ing wektu samono VOC."
47,"tansah merangi wong Sepanyol lan Portegis, awit tanah Walanda peperangan lan bangsa loro mau ana ing Europa. VOC. lelawanan dagang karo bangsa Cina sarta Jepang. Ing tahun 1608 ana prau Compagnie loro layar menyang Jepang. Ana ing kono Compagnie diidini dedagangan lan ngadegake loji. Saka rembuge Frankrijk sarta Inggris, sanadyan Walanda lan Sepanyol ora sida bedhami, nanging ing tahun 1609 meksa leren anggone perang, padha seleh gegaman ing dalem 12 tahun. Prakara tanah Indhiya katemtokake ing prajangjian, yen wong Walanda lestari kena ndarbeni jajahan enggone ngrebut wong Sepanyol sarta Portegis, nanging siji sijining bangsa ora kena dedagangan ana ing jajahan kang wus dijegi ing liyan ing wektu awiting seleh gegaman. Mungguh ing atase tanah Indhiya awiting seleh gegaman iku kang mesthi kurang luwih let sataun karo ing Europa, awit tanah Indhiya nganggo ngenteni udhuning dhawuh. Ana ing Indhiya ketara banget, yen wong Sepanyol ora nganggep bedhami seleh gegaman iku; dadi VOC. kepeksa tansah tata tata nyentosani wadyabala lan samekta gegamaning perang. Bangsa Inggris lan Portegis sok dibiyantoni ing wong bumi, merangi marang wong Walanda. VOC. iku enggone ngregani bumbon craken saka kepulowan Moloko murah banget, dagangane wong bumi dhewe dilarang larang. Tindak kaya mangkono iku ndadekake karugiane bangsa bumi, wasana banjur padha dagang colongan lelawanan lan wong Portegis, Inggris utawa Jawa. Compagnie muring banget; kebon kebon pala lan cengkeh akeh kang dibabati minangka paukumaning wong pribumi. Wong Bandha banget muringe, wuwuh wuwuh dibombong wong Inggris. Admiral Verhoeff, utusane VOC. dicidra dipateni. Wasana ing tahun 1609 pulo Bandha malah banjur kena didadekake jajahan VOC. Marga saka pakewuh warna warna iku VOC. duwe panemu yen pangrehe kudu kukuh, dikuwasani wong suwiji. Nganti tumekane wektu semono, siji sijining loji ana pangrehe dhewe, para pangreh ora merduli marang pangrehe loji liyane."
48,"Wiwit tanggal 1 September tahun 1609 sakehing kantor lan eskader (kapal kapal perang) ing tanah Indhiya dikuwasani ing panggedhe suwiji, jenenge Gouverneur Generaal (GG. ). Gouverneur Generaal kang kawitan yaiku Pieter Both. GG. mau didhawuhi niti priksa kelakuwan, gaweyan lan uripe para punggawa. GG. iku panyekele paprentahan nganggo dibiyantu ing punggawa liya, jenenge Raad van Indie. Cacahe warganing Raad van Indie sanga, kang lima tansah dadi kanthining GG. , kang papat aran ""Lid"" mirunggan, padha dadi gouvernour ana ing papan liya, enggone melu parepatan mung yen ana rembug sing perlu perlu banget. Pamutusing prakara kang perlu perlu GG. kudu njaluk rembuge Raad van Indie; wondene GG. dadi pangareping parepatan. Yen parepatan ora bisa mutusi, putusane GG. dhewe wus kanggep apsah. GG. iku uga dadi senapatining prajurit Dharatan lan lautan. Pamanggene Tuwan P. Both ana ing Ambon. Ana ing Moloko P. Both klakon bisa nggedhekake panguwasa, gawe kapitunane wong Sepanyol lan Portegis. Ing tahun 1613 P. Both bali menyang tanah Walanda nanging ana pasisire pulo Mauritus praune Kerem, P. Both dadi lan tiwase. G. Reynst jumeneng gumanti GG. kapilih ing para Bewindhebber, ing tahun 1615 digenteni L. Real. Dhek samono VOC. lagi karepotan awit wong Inggris saya katon enggone mungsuh VOC. Ana ing Banten panguwasane wong Inggris tansah mundhak. Yan Pieterszoon Coen, Liding Raad van Indie banget sumelange bok manawa jajahan VOC. bakal direbut ing wong Inggris. Ing tahun 1616 wong Inggris ngejegi pulo Run, jajahane VOC. ing Moloko. Ing nalika iku JP. Coen katetepake nguwasani sakehing prakarane VOC. ing Tanah Jawa. Coen enggal tumandang merangi wong Inggris. Kang iku ndadekake banget panase wong Inggris sarta Pangeran Ranamenggala ing Banten. Bareng ing tahun 1618 ana kabar yen loji ing Jepara dirusak dening kawulane Panembahan Mataram, lan tetela banget, wong Inggris, wong Banten lan wong Mataram ayon nedya numpes wong Walanda, JP."
49,"Coen nuli ngalih saka Banten menyang Jakarta, loji ing kono didadekake beteng. Ora lawas JP. Coen ditetepake dadi Gouverneur Generaal, tahun 1619. Ing tahun iku wong Inggris lan Walanda enggone memungsuhan padha dene ngedheng. Kantore wong Inggris kang adhep adhepan betenge wong Walanda ing sapinggire kali Ciliwung iya nuli disentosani. Kapale wong Walanda siji dibeskup Sir Thomas Dale, panggedhening eskader Inggris. Coen sandika njaluk baline, nanging wong Inggris malah mangsuli sugal. Beteng Inggris enggal ditempuh, nganti kena obong, tahun 1618. Ora antara lawas beteng Walanda dikepung ing mungsuh. VOC. karepotan banget, marga kekurangan prau lan obat mimis. Wong Jakarta ora ana kang gelem dadi kuline; malah wong Jakarta nempuh beteng Walanda, eskader Inggris gedhe ana segara dipethukake prau Walanda, perange dedreg, wasana kesaput ing wengi. Esuke JP Coen ora wani methukake prau Inggris maneh; putusaning rembug arep menyang Moloko njaluk bantu lan njupuk obat mimis. JP. Coen weling wanti wanti marang Van den Broecke. Yen ana kapepete kepeksa nungkul, nungkula marang wong Inggris, aja nganti nungkul marang wong Jakarta utawa Banten. Kacarita wong Inggris wus prajangjian lan wong Banten, nedya nempuh beteng ing Jakarta. Pangeran Jakarta, Wijaya Krama, gela banget, dene ora diajak rembugan ing wong Banten, nuli golek akal bisane ngrebut beteng dhewe. P. van den Broecke disuwuni bojana minangka pratandhaning pamitran. P. v. d. Broecke kanthi punggawa pitu kalebu ing gelar, banjur cinekel lan kinunjara. Van Raay sing nggenteni Van den Broecke dijaluki tebusan, ora mituruti. Wasana wong Inggris lan Van den Broecke dhewe aweh weruh marang wong Walanda supaya masrahna beteng. Van Raay kendhak atine, nedya nungkul, wekasan ana jalaran kang murungake sedyane Van Raay saandhahane. Wong Banten ora aweh, yen beteng Jakarta tumiba ing wong Inggris. Pangeran Jakarta ditungkeb, jajahane kagamblokake marang Banten. Rehning wong Banten crah karo wong Inggris, eskader Inggris mundur saka Jakarta."
50,"Beteng Walanda dikepung ing wong Banten. Bareng wong Walanda ngerti yen bakal bisa uwal saka ing bebaya, banjur tumandang nyentosani beteng maneh. Bareng wis rampung wong Walanda padha bungah bungah nganakake bujana, beteng Jakarta dijenengi Batawi (tahun 1619). Bareng lungane JP. Coen wis oleh patang sasi banjur bali nggawa prau nembelas. Prajurit kang ngepung beteng ditempuh bubar, kutha Jakarta digempur. Coen nuli menyang Banten, wong Banten rumangsa ora kuwagang nglawan P. van den Brocke sakancane diulungake. Sarehne v. d. Broecke lan van Raay dianggep kaluputan enggone netepi wajibe, mulane tampa paukuman abot saka JP. Coen. Tanah Jakarta banjur diaku ing VOC, JP Coen enggal mbangun Kutha Batawi, dipernata lan direjakake. Ing sacedhake palabuhan didokoki omah, jenenge ""Kasteel"" ing kono dununging paprentahane VOC. ing satanah Indhiya. Ing sarampunge prang Jakarta, Coen nedya males marang wong Inggris. Nanging ing tahun 1620 kabar saka Europa yen para panggedhene VOC. ing tanah Walanda rukun karo Compagnie Inggris. Kang iku ing tanah Indhiya uga Walanda karo Inggris iya kudu rujuk. Wosing prajangjian mangkene: Siji sijining Compagnie nganggo pawitan dhewe dhewe sarta kena sudagaran ing satanah Indhiya, nanging prajangjian monopolie kang mau mau dilestarekake. Kulake kudu bebarengan, oleh olehane diparo. mung ing pulo pulo Moloko wong Inggris oleh sapratelone. Prakara perang dadi tetanggungane Raad van Defensie, kang dadi wargane wong Walanda lan Inggris genti genten saben sasi. JP. Coen banget ora senenge dene ana pranatan kaya mangkono iku, awit wong Inggris ora wenang oleh jajahane VOC, Wong Inggris rumangsa disengiti wong Walanda, mulane ing saoleh oleh rekadaya bisane males marang VOC. Walanda. Nalika wong Bandha mogok, kang ngojok ojoki wong Inggris. Sarehne ana Raad van Defensie warga Inggris ora pati sarujuk ngukum marang kraman mau, JP. Coen banjur pratela yen wong Bandha kang wenang ndarbeni iya mung wong Walanda. JP."
51,"Coen nuli mangkat menyang Bandha, wong bumi diwisesa, dipateni utawa dibuwang menyang Tanah Jawa. Pulo pulo Bandha didum marang para Walanda tilas punggawane Compagnie, nanging diwajibake nandur pala, lan pametune kudu didol marang VOC. Tindak sawenang wenang iku dadi cacade JP. Coen. Ing wiwitane tahun 1623 JP. Coen lereh marga saka panjaluke dhewe. Kang gumanti jumeneng GG. saka panudinge Coen iya iku P. de Carpentier. Durung nganti sasasi enggone dadi GG. , de Carpentier wis nemu reribet, gesrek lan wong Inggris. Ana ing Ambon wong Jepang bebauning wong Inggris kacekel ing wong Walanda. Bareng ditliti tliti, wong Jepang mau blaka yen wong Inggris wis padha sumpah sumpahan sapunggawane Jepang nedya numpes wong Walanda lan ngrebut beteng Victoria. Tinemuning papriksan wong Inggris 9 wong Jepang 9 lan wong Portegis siji padha ngakoni, yen pancen duwe niyat kaya ature wong Jepang mau. Nuli diukum kisas. Karampungane pangreh Walanda ing Ambon njalari crahing VOC. lan Compagnie Inggris. Wong Inggris ing pulo Moloko padha lunga, ngejegi pulo Lagundi ana ing supitan Sundha, nanging sarehne akeh kang mati utawa lara, banjur padha ngumpul ing Betawi. Ora antara lawas wong Inggris ana ing Betawi ora bisa rukun karo wong Walanda, nuli padha lunga menyang Banten. Wiwit adege kutha Betawi tansah dibeciki: Coen wis ngadegake pamulangan sarta murih ajuning dagangan, njupuki wong Cina saka Banten; kejaba iku Betawi uga dianani pangreh kutha kang ngiras nyekel pangadilan. Carpentier wiwit nganakake pajeg dhuwit kanggo mbecikake tindhaking piwulang sarta pangadilan lan maneh gawe yeyasan kanggo mitulungi marang bocah Walanda kang lola."
52,"586 - 1601 Panembahan Senapati 1601 - 1613 Mas Jolang, Panembahan Seda Krapyak 1609 - 1614 GG. Both 1613 - 1645 Sultan Agung (R. Rangsang, Cakrakusuma) 1619 - 1623 GG. JP. Coen 1623 - 1627 GG. De Carpertier 1627 - 1629 GG. JP Coen 1636 - 1645 GG. Van Diemen adurunge Panembahan Senapati seda wis tinggal weling, yen kang putra penenggah, Mas Jolang kang kalilan nampani warisan kraton Mataram, dene putrane pembayun, Pangeran Puger nrima jumeneng adipati ing Demak, nanging Pangeran Puger besuke ngraman, wasana asor. Kejaba perang lan kang raka, Mas Jolang uga perang karo para adipati ing Bang Wetan. Ing tahun 1613 Sang Panembahan seda. Sarehne sedane mentas lelangen menyang Krapyak, nuli katelah nama Panembahan Seda Krapyak. Sasedane Panembahan Seda Krapyak kang gumanti jumeneng nata Raden Mas Rangsang, ajejuluk Prabu Pandhita Cakrakusuma. Nalika jumenenge Kangjeng Sultan lagi yuswa 22 tahun; ewa semono wis kinurmatan ing para kawula."
53,"Pangastane paprentahan piyambak bae, mung kala kala mundhut rembuge wong kang pinitaya, lan putusaning rembug banjur didhawuhake marang para panggedhening nagara. Sang Prabu bagus sembada dedeg piyadege, tingale wajar ""memper mripating singa"" pangagemane presaja, nyampinge bathik wernane putih lan biru (ayake parang rusak), mekuthane putih (matak?). Yen siniwaka, lenggahe ana ing dhampar cendhana kaapit apit ing pot pot kekembangan. Dhampar mau dununge ana ing bangsal kang ajrambah jobin, dawa ambaning jrambah kira kira 3 meter. Para kang seba nyadhong dhawuh, ngubengi bangsal mau, kehe kira kira 300 utawa 400, kabeh padha sila makidupuh tanpa nganggo lemek, lan ora ana kang udut utawa nginang. Sinewaka kaya mangkono mau ing dalem saminggu kaping pindho utawa luwih, para abdi dalem kang ora ngadhep nalika pinuju sinewaka, utawa kang duwe laku ora patut, padha kagantungan paukuman abot. Dadi uripe para priyagung ing Karta iku ora merdika kaya adipati ing sajabaning Karta. Para adipati mau akeh kang sawenang, anggugu ing sakarepe dhewe, wong cilik kang rekasa, padha dipeksa ngestokake pajeg akeh. Kersane Sultan Agung Tanah Jawa iki kabeh kareha marang Mataram, senadyan bakal perang kang nganti suwe utawa ngetokake wragad akeh iya bakal ditemah, mung angger bisa kelakon. Mungguh mungsuhe ana telu yaiku: para ratu ing Bang Wetan lan Madura, ratu ing Banten sarta Kumpeni. Dene Cirebon wis nungkul marang Mataram, wiwit tahun 1619. Nalika tahun 1615 Kangjeng Sultan nelukake Lumajang, Malang lan panggonan sawatara maneh. Sawise iku Surabaya, Pasuruwan, Tuban, Wirasaba (Majaagung), Japan (Majakerta), Lasem, Brondong, Arisbaya (Majaagung) lan Sumenep, banjur prajangjian ngumpul dadi siji, perlu bebarengan nempuh Mataram. Nanging perange kasoran. Ing tahun 1617 Sultan Agung mbedhah Pasuruwan, ing tahun 1618 Pajang, lan ing tahun 1619 Tuban. Pangepunge kutha Surabaya ing tahun 1622 ora oleh gawe, nanging bareng ing tahun 1623 Madura kena dikalahake, Sultan Agung ngajati mbedhah Surabaya maneh."
54,"Nalika iku Sultan Agung manggih akal, ora adoh saka cawangane kali Brantas, kali Surabaya dibendung. Banyu sethithik kang isih mili menyang Surabaya dibuwangi bathang lan bosokaning tetuwuhan, amrih wong Surabaya padha ketaman ing lelara. Jalaran saka reka iku wong Surabaya kepeksa nungkul, awit alane banyu mau, miturut crita, wonge Surabaya kang kehe 50 60. 000 iku mung kari 1. 000. Wasana Tanah Jawa Wetan lan Tanah Jawa Tengah dadi kaereh ing Mataram. Ing tahun 1625 Kangjeng Sultan banjur ajejuluk Susuhunan. Tepunge VOC. karo Mataram iku molah malih. Ing wiwitane padha becik. Sultan Agung nerusake prajangjiane kang rama, yaiku: VOC. kena ngedegake loji ana ing Jepara. Nalika iku Sultan Agung ngandika karo utusaning Compagnie: ""Aku sumurup, yen tumekamu ing kene ora nedya nelukake Tanah Jawa"". Enggone Walanda manggon ing Jepara iku mung supaya bisa ngirimake beras. Nanging ing prakara iku wong Walanda tansah digawe pakewuh dening Baureksa, bupati ing Kendhal. Malah baureksa lan bupati liyane padha ngreka daya, amrih wong Walanda aja menyang Karta sapatemon karo Sang Prabu. Awit saka iku VOC. lan para bupati padha congkrah. Ing sawijining dina Baureksa nukup wong Walanda, ana sawatara kang dipateni lan ana pitulas kang dikunjara. Nalika iku Coen dhawuh ngobong Jepara, iya klakon kobong saperangan (tahun 1618). Ing wektu semono Sultan Agung lagi perang ana ing Bang Wetan lan ora menggalih apa kang klakon ing Jepara. Bareng Coen ing tahun 1619 yasa kutha Betawi, lan Jakarta wis katekem ing tangane bangsa Walanda, sultan Agung muring banget marang VOC. Ora antara lawas dhawuh nglarangi adol beras marang Compagnie, amarga Coen wani wani aweh mriyem marang wong Surabaya."
55,"Sanadyan mengkonoa meksa ora dadi perang, awit sapisan Sultan Agung nedya golek reka bisane wong Walanda ngakoni yen kebawah Mataram, nganggo sarana kang alus, lan ping pindhone samangsa dadi perang wong Walanda kuwatir yen banjur ora bisa oleh beras babar pisan. Nalika Sultan Agung ngajak Walanda bebarengan mbedhah Banten, wong Walanda ora gelem, awit VOC, ora pracaya marang wong Mataram, marga Walanda wis ngrebut layang, kang surasane: ""Sultan Agung bakal mbedhah Banten, sawuse iku banjur ngalahake Betawi"". Banten lan Mataram iku tansah memungsuhan, nanging Sultan Agung ora bisa ngalahake, jalaran nalika iku praune wong Jawa ora sepiraa kehe lan mlaku dharat dalane angel banget. Ing Tanah Jawa Kulon kang teluk marang Mataram mung ing Sumedhang (Priyangan) lan Cirebon. Nalika JP. Coen jumeneng GG. kang kapindhone ing tahun 1628, ana utusan saka Mataram menyang Compagnie duwe panjaluk mangkene: Sapisan Panembahan enggone arep nempuh Banten mundhut tulung marang Compagnie, kapindhone JP. Coen didhawuhi utusan menyang Mataram ngaturake bulu bekti. Panjaluk iku mau loro lorone ora dituruti. Ing sasi Agustus wayah bengi kasteel ing Betawi ditempuh ing bala Mataram saka pelabuhan. Ing dharatan ana baris gedhe kang ngepung kutha Betawi. Mangka cacahing prajurit Compagnie mung 3. 800. Nuli JP. Coen tekad tekadan nempuh, prajurit Jawa bubar, malah banjur kepeksa mundur, awit wis ngancik mangsa udan tur nganggo kekurangan pangan. Ing sasi April tahun 1629 ana utusan saka Mataram aran Warga ketemu GG. JP. Coen, jarene perlu rembugan arep bedhami. JP. Coen wis ngerti yen Warga iku satemene telik, banjur terus dicekel. Bareng ditakoni, prasaja yen wong Mataram wis nglakokake wadyabala maneh lan murih aja nganti kekurangan pangan kaya kang uwis, ing Tegal wis disedhiyani tandhon beras. JP. Coen terus dhawuh ngobongi tandhon beras mau. Wusana bareng prajurit Mataram teka ing wewengkon Betawi enggal bae enggone kentekan pangan."
